year,real_gdp,capital_stock,population,human_capital_index,s,real_interest_rate,depreciation_rate,labour_force,consumption_share,total_factor_productivity,consumption,labour_share_output,y,k,n,growth_rate,g,capital_share,A_estimate,actual_investment,break_even_investment,delta_k,c,g_c_dot,estimated_rho,rck_capital_accumulation,c_k_dot_zero
2009,3788199.75,16742444.0,80.935283,3.64453721046448,0.192412778735161,0.0546237379312515,0.0353787690401077,41.1390953063965,0.558557450771332,0.918505787849426,3083574.5,0.630578696727753,92082.71892675756,406971.6136270213,0.002594906965165802,-0.03944082089051903,-0.04420098364997513,0.369421303272247,1178.62164801483,17717.89182218622,20086.00181919807,-2368.109997011852,74954.84470511804,0.00770033293289131,0.05077357146480584,-2958.127597558556,71996.71710755948
2010,3989083.0,17428348.0,80.830924,3.65333318710327,0.208787187933922,0.0598958544433117,0.0353269502520561,41.3852577209473,0.550549924373627,0.939475774765015,3109431.25,0.618756055831909,96388.98534588347,421124.5491695604,0.005983661349804357,0.05167047368055933,0.02283054412176074,0.381243944168091,1219.590792205773,20124.78519817103,22189.78259401098,-2064.997395839953,75133.7896930904,0.002387370538573548,0.05870216917402492,-934.5869412179054,74199.2027518725
2011,4195223.0,18167010.0,80.857874,3.65577626228333,0.223236590623856,0.06104876101017,0.0354310274124146,41.8781890869141,0.553221642971039,0.960520267486572,3144439.25,0.618771553039551,100176.8006561416,433806.0072821234,0.01191079609291155,0.05038511710169757,0.02240025052995197,0.381228446960449,1254.891482646391,22363.12743808272,25474.3665625592,-3111.239124476477,75085.36826828933,-0.0006444693525890592,0.06137099568646453,-382.9341747068829,74702.43409358244
2012,4219334.0,18162016.0,80.91639,3.65822052955627,0.216186225414276,0.0565270371735096,0.0355237759649754,42.3279037475586,0.563921451568604,0.962337851524353,3180791.75,0.629968106746674,99682.09210557383,429079.0327892756,0.0107386367569802,0.005730798659481451,0.001892291187709262,0.370031893253326,1253.319261974891,21549.89523370221,24733.63216169598,-3183.736927993777,75146.45112052029,0.0008135120548747084,0.05612028114607225,-197.9911766424411,74948.45994387785
2013,4192691.0,18271434.0,81.041582,3.66066670417786,0.217084497213364,0.0550480708479881,0.0355362966656685,42.5923309326172,0.553395748138428,0.962228775024414,3195990.0,0.63374650478363,98437.6977778701,428984.1293003229,0.006247112699831079,-0.00633452446709093,-0.0001133453285312404,0.36625349521637,1237.765671289503,21369.29812895001,22806.74023412469,-1437.442105174679,75036.74793136319,-0.001459858549822299,0.05577800012289925,594.2096123822157,75630.9575437454
2014,4314204.5,18535888.0,81.37608,3.66311454772949,0.221862956881523,0.0565350092947483,0.0355692952871323,42.9700469970703,0.538556218147278,0.970327973365784,3234614.75,0.631911873817444,100400.274179224,431367.6454964962,0.0088681707758765,0.0285701794242712,0.008417123403074885,0.368088126182556,1260.085243517954,22275.10170111827,24078.33294451864,-1803.231243400369,75276.03472764496,0.00318892813026288,0.05494054522961686,1045.90650706043,76321.94123470539
2015,4420293.5,18882630.0,82.07755,3.66556406021118,0.213471904397011,0.056388646364212,0.0357012525200844,43.3498077392578,0.53778749704361,0.974166393280029,3314040.25,0.632662773132324,101968.007022946,435587.3989932324,0.008837801415795335,0.02429314595496024,0.00395579641070285,0.367337226867676,1275.564475047503,21767.30464675608,24358.12402435388,-2590.819377597796,76448.78773011925,0.01557936741377794,0.04859896265732303,1161.095268472913,77609.88299859216
2016,4579976.0,19178750.0,82.760102,3.66801500320435,0.21159616112709,0.057170432060957,0.0358863472938538,43.9107437133789,0.530638039112091,0.984555721282959,3403791.0,0.633437514305115,104301.9455533511,436766.6857383821,0.01293975690722878,0.03548766133771508,0.01066483926626645,0.366562485694885,1303.571001877129,22069.89127717585,26296.51068264871,-4226.619405472862,77516.13186553521,0.01396155736548648,0.05018965337821376,489.3030051671849,78005.43487070239
2017,4755894.0,19554130.0,83.104007,3.67046761512756,0.224437117576599,0.0565451867878437,0.036102369427681,44.5362663269043,0.526696681976318,0.998752593994141,3455923.25,0.63476037979126,106786.993886979,439060.8286844058,0.01424532040742482,0.03769093300580195,0.01441957260954439,0.36523962020874,1332.272117486889,23966.96510266348,27102.70331552203,-3135.738212858556,77597.9563404102,0.001055579953562751,0.05601739681106232,2086.334231046822,79684.29057145701
2018,4840361.5,19797532.0,83.368505,3.67292213439941,0.237154126167297,0.05222462490201,0.0363748222589493,45.1352043151856,0.527997195720673,0.997346341609955,3500967.25,0.644703686237335,107241.3778433141,438627.2821930969,0.0134483206087593,0.01760471707852673,-0.001408008742748019,0.355296313762665,1338.387079952215,25432.73525140808,26845.86039500916,-1413.125143601072,77566.22138125806,-0.0004089664296430425,0.05242910811683152,2829.296067046896,80395.51744830495
